data,cidade,polo,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2MDEW,PRECTOTCORR,WS2M
2015-01-01,Piedade,Sudoeste,-23.717,-47.4142,24.28,28.68,19.57,81.29,26.6,12.44,20.64,2.26,1.77
2015-01-02,Piedade,Sudoeste,-23.717,-47.4142,23.66,27.36,21.23,87.12,23.75,11.12,21.25,2.82,1.68
2015-01-03,Piedade,Sudoeste,-23.717,-47.4142,23.95,28.82,20.82,84.44,22.65,10.54,20.92,2.37,1.36
2015-01-04,Piedade,Sudoeste,-23.717,-47.4142,23.76,28.25,20.12,81.11,13.11,6.39,20.04,1.13,1.12
2015-01-05,Piedade,Sudoeste,-23.717,-47.4142,23.01,26.79,20.25,83.43,21.6,10.12,19.88,16.0,1.52
2015-01-06,Piedade,Sudoeste,-23.717,-47.4142,23.86,28.97,18.87,80.13,23.37,10.95,19.88,4.16,1.23
2015-01-07,Piedade,Sudoeste,-23.717,-47.4142,24.91,30.5,19.92,77.88,28.23,13.13,20.35,11.38,1.25
2015-01-08,Piedade,Sudoeste,-23.717,-47.4142,25.17,30.09,20.42,77.5,29.75,13.81,20.62,11.08,0.86
2015-01-09,Piedade,Sudoeste,-23.717,-47.4142,26.26,31.54,20.65,74.07,29.46,13.58,20.81,0.58,1.45
2015-01-10,Piedade,Sudoeste,-23.717,-47.4142,26.75,32.38,21.51,72.92,28.83,13.3,20.94,4.48,1.17
2015-01-11,Piedade,Sudoeste,-23.717,-47.4142,26.98,32.41,20.48,68.51,28.59,13.15,20.3,0.68,1.38
2015-01-12,Piedade,Sudoeste,-23.717,-47.4142,26.78,31.72,21.71,70.7,25.11,11.66,20.64,1.29,1.03
2015-01-13,Piedade,Sudoeste,-23.717,-47.4142,26.86,32.75,20.88,67.89,28.69,13.14,19.86,2.9,1.17
2015-01-14,Piedade,Sudoeste,-23.717,-47.4142,25.41,29.5,21.0,73.32,20.67,9.68,19.98,2.75,1.1
2015-01-15,Piedade,Sudoeste,-23.717,-47.4142,24.75,29.49,20.61,76.08,25.98,11.9,19.96,0.93,1.8
2015-01-16,Piedade,Sudoeste,-23.717,-47.4142,25.93,32.2,20.42,72.02,29.06,13.38,19.74,0.21,1.47
2015-01-17,Piedade,Sudoeste,-23.717,-47.4142,27.62,34.96,19.84,63.37,28.62,13.1,18.8,0.0,1.22
2015-01-18,Piedade,Sudoeste,-23.717,-47.4142,27.94,35.29,21.04,58.86,27.06,12.44,18.05,0.31,1.66
2015-01-19,Piedade,Sudoeste,-23.717,-47.4142,27.69,36.69,20.34,57.24,29.4,13.53,16.65,2.74,1.64
2015-01-20,Piedade,Sudoeste,-23.717,-47.4142,26.59,35.27,19.41,59.12,28.59,13.06,16.11,3.8,1.71
2015-01-21,Piedade,Sudoeste,-23.717,-47.4142,24.84,31.56,20.79,75.23,21.78,10.03,19.47,9.34,1.88
2015-01-22,Piedade,Sudoeste,-23.717,-47.4142,22.66,27.53,19.16,83.42,20.23,9.38,19.48,9.19,3.4
2015-01-23,Piedade,Sudoeste,-23.717,-47.4142,22.52,27.77,18.72,78.72,20.84,9.68,18.27,1.07,2.32
2015-01-24,Piedade,Sudoeste,-23.717,-47.4142,23.62,29.39,18.35,75.65,25.91,11.9,18.51,2.59,1.37
2015-01-25,Piedade,Sudoeste,-23.717,-47.4142,22.9,26.26,18.98,81.74,28.04,12.95,19.44,14.34,1.72
2015-01-26,Piedade,Sudoeste,-23.717,-47.4142,22.38,25.79,19.71,85.91,23.09,10.73,19.79,6.46,1.41
2015-01-27,Piedade,Sudoeste,-23.717,-47.4142,23.6,27.54,18.99,77.81,22.32,10.33,19.24,2.17,1.18
2015-01-28,Piedade,Sudoeste,-23.717,-47.4142,23.58,27.89,19.58,80.86,18.35,8.65,19.88,2.18,1.77
2015-01-29,Piedade,Sudoeste,-23.717,-47.4142,23.76,28.4,20.45,81.21,16.59,7.95,20.01,0.5,2.3
2015-01-30,Piedade,Sudoeste,-23.717,-47.4142,22.54,26.4,19.73,84.6,17.2,8.16,19.65,1.48,1.74
2015-01-31,Piedade,Sudoeste,-23.717,-47.4142,22.94,29.37,19.12,80.44,19.64,9.12,19.07,2.24,2.56
2015-02-01,Piedade,Sudoeste,-23.717,-47.4142,23.76,30.72,18.98,79.37,20.7,9.67,19.57,3.82,1.93
2015-02-02,Piedade,Sudoeste,-23.717,-47.4142,22.09,26.83,17.76,84.06,20.17,9.38,19.09,3.5,1.82
2015-02-03,Piedade,Sudoeste,-23.717,-47.4142,23.31,30.84,16.16,73.04,28.16,12.96,17.27,3.22,0.92
2015-02-04,Piedade,Sudoeste,-23.717,-47.4142,21.35,25.02,19.15,86.04,12.46,6.08,18.78,6.33,1.5
2015-02-05,Piedade,Sudoeste,-23.717,-47.4142,20.42,23.27,18.33,92.44,9.24,4.71,19.14,23.02,2.7
2015-02-06,Piedade,Sudoeste,-23.717,-47.4142,21.13,26.16,16.83,84.93,18.79,8.83,18.28,20.53,1.61
2015-02-07,Piedade,Sudoeste,-23.717,-47.4142,21.83,28.34,16.53,78.22,26.39,11.96,17.28,3.02,1.48
2015-02-08,Piedade,Sudoeste,-23.717,-47.4142,22.62,29.38,17.01,78.61,27.04,12.29,18.14,1.34,1.72
2015-02-09,Piedade,Sudoeste,-23.717,-47.4142,23.47,29.57,17.9,80.19,20.99,9.75,19.45,0.67,1.43
2015-02-10,Piedade,Sudoeste,-23.717,-47.4142,23.51,28.51,19.77,83.76,19.56,9.21,20.36,6.11,2.08
2015-02-11,Piedade,Sudoeste,-23.717,-47.4142,24.09,28.19,20.7,83.94,19.78,9.32,21.02,0.34,1.95
2015-02-12,Piedade,Sudoeste,-23.717,-47.4142,24.69,28.59,20.96,81.59,24.68,11.58,21.15,0.27,1.55
2015-02-13,Piedade,Sudoeste,-23.717,-47.4142,25.57,30.34,21.77,75.21,15.75,7.49,20.59,0.64,1.05
2015-02-14,Piedade,Sudoeste,-23.717,-47.4142,23.14,27.61,19.99,83.07,20.15,9.43,19.9,4.04,1.24
2015-02-15,Piedade,Sudoeste,-23.717,-47.4142,21.92,26.75,18.85,85.21,15.06,7.22,19.1,2.31,1.47
2015-02-16,Piedade,Sudoeste,-23.717,-47.4142,21.88,27.27,17.72,81.58,13.18,6.42,18.24,1.23,1.37
2015-02-17,Piedade,Sudoeste,-23.717,-47.4142,21.72,25.87,19.11,87.5,11.33,5.6,19.42,9.44,2.07
2015-02-18,Piedade,Sudoeste,-23.717,-47.4142,21.84,25.28,19.21,89.26,10.63,5.3,19.88,11.51,2.61
2015-02-19,Piedade,Sudoeste,-23.717,-47.4142,22.53,26.71,19.13,86.53,15.76,7.55,20.02,1.96,3.15
2015-02-20,Piedade,Sudoeste,-23.717,-47.4142,22.72,27.1,19.61,83.85,13.21,6.32,19.66,2.35,2.5
2015-02-21,Piedade,Sudoeste,-23.717,-47.4142,24.03,29.21,19.7,79.48,23.92,10.96,19.93,0.28,1.53
2015-02-22,Piedade,Sudoeste,-23.717,-47.4142,23.78,30.62,18.45,75.93,26.55,12.03,18.6,0.0,2.2
2015-02-23,Piedade,Sudoeste,-23.717,-47.4142,24.46,30.66,19.41,74.34,25.46,11.78,18.95,0.47,1.57
2015-02-24,Piedade,Sudoeste,-23.717,-47.4142,23.17,27.55,19.85,82.57,21.57,10.02,19.78,4.75,1.27
2015-02-25,Piedade,Sudoeste,-23.717,-47.4142,21.69,25.26,18.39,85.69,18.55,8.77,19.08,10.3,1.59
2015-02-26,Piedade,Sudoeste,-23.717,-47.4142,23.48,29.24,18.81,77.95,25.56,11.84,18.98,1.66,0.87
2015-02-27,Piedade,Sudoeste,-23.717,-47.4142,24.43,30.25,19.24,73.88,23.08,10.7,18.94,1.09,0.91
2015-02-28,Piedade,Sudoeste,-23.717,-47.4142,22.08,26.56,18.55,84.84,17.0,8.07,19.25,5.55,2.66
2015-03-01,Piedade,Sudoeste,-23.717,-47.4142,21.71,28.22,17.48,76.47,22.8,10.42,16.89,0.81,3.14
2015-03-02,Piedade,Sudoeste,-23.717,-47.4142,22.68,29.9,16.88,72.18,26.18,11.86,16.85,0.0,1.98
2015-03-03,Piedade,Sudoeste,-23.717,-47.4142,23.44,30.81,17.21,72.14,24.04,10.92,17.3,0.0,1.91
2015-03-04,Piedade,Sudoeste,-23.717,-47.4142,24.15,31.25,18.01,72.87,24.83,11.37,18.1,0.32,1.51
2015-03-05,Piedade,Sudoeste,-23.717,-47.4142,24.91,32.04,18.54,72.27,23.74,10.93,18.71,1.67,0.85
2015-03-06,Piedade,Sudoeste,-23.717,-47.4142,22.24,25.37,20.0,86.84,15.46,7.4,19.85,9.87,1.12
2015-03-07,Piedade,Sudoeste,-23.717,-47.4142,21.56,25.67,19.41,89.06,10.79,5.34,19.57,21.25,1.57
2015-03-08,Piedade,Sudoeste,-23.717,-47.4142,21.88,26.32,19.69,90.14,8.42,4.24,20.1,15.58,2.08
2015-03-09,Piedade,Sudoeste,-23.717,-47.4142,20.96,23.9,18.78,91.07,8.75,4.37,19.39,4.05,1.59
2015-03-10,Piedade,Sudoeste,-23.717,-47.4142,22.66,27.6,18.86,85.11,14.92,7.12,19.82,5.97,1.7
2015-03-11,Piedade,Sudoeste,-23.717,-47.4142,23.36,28.25,19.43,83.04,17.85,8.39,20.06,2.47,1.3
2015-03-12,Piedade,Sudoeste,-23.717,-47.4142,22.99,27.33,19.47,84.61,15.28,7.27,20.03,1.64,1.56
2015-03-13,Piedade,Sudoeste,-23.717,-47.4142,21.89,25.36,19.31,89.07,14.58,6.94,19.92,9.09,1.5
2015-03-14,Piedade,Sudoeste,-23.717,-47.4142,21.36,24.8,18.71,88.36,11.65,5.57,19.27,6.36,0.85
2015-03-15,Piedade,Sudoeste,-23.717,-47.4142,21.23,24.91,18.34,88.39,15.98,7.48,19.14,6.69,1.09
2015-03-16,Piedade,Sudoeste,-23.717,-47.4142,22.34,27.56,18.2,85.06,17.07,7.88,19.43,20.49,0.91
2015-03-17,Piedade,Sudoeste,-23.717,-47.4142,21.48,26.14,18.12,85.23,16.83,7.92,18.65,4.38,1.6
2015-03-18,Piedade,Sudoeste,-23.717,-47.4142,20.46,23.0,18.51,90.8,10.28,5.1,18.87,1.54,1.69
2015-03-19,Piedade,Sudoeste,-23.717,-47.4142,20.75,24.67,18.28,89.05,9.87,4.84,18.78,5.24,1.67
2015-03-20,Piedade,Sudoeste,-23.717,-47.4142,20.56,24.03,17.75,87.6,15.69,7.4,18.34,11.58,0.96
2015-03-21,Piedade,Sudoeste,-23.717,-47.4142,20.68,25.19,16.4,85.56,10.9,5.23,17.97,6.3,1.25
2015-03-22,Piedade,Sudoeste,-23.717,-47.4142,20.62,25.63,17.65,86.34,13.26,6.3,18.08,4.09,1.3
2015-03-23,Piedade,Sudoeste,-23.717,-47.4142,20.28,25.64,16.96,84.44,18.22,8.38,17.36,1.4,2.19
2015-03-24,Piedade,Sudoeste,-23.717,-47.4142,20.43,26.64,15.95,81.83,20.83,9.51,16.9,0.04,2.44
2015-03-25,Piedade,Sudoeste,-23.717,-47.4142,20.52,26.67,15.63,82.21,22.3,10.17,17.06,0.01,1.84
2015-03-26,Piedade,Sudoeste,-23.717,-47.4142,21.73,28.23,15.74,78.58,22.36,10.11,17.36,0.0,1.21
2015-03-27,Piedade,Sudoeste,-23.717,-47.4142,22.17,28.41,17.34,79.58,20.69,9.52,18.03,0.22,1.03
2015-03-28,Piedade,Sudoeste,-23.717,-47.4142,22.37,28.05,18.19,83.48,16.99,7.86,19.14,0.86,1.26
2015-03-29,Piedade,Sudoeste,-23.717,-47.4142,21.85,27.44,18.73,86.96,11.64,5.63,19.4,9.0,2.03
2015-03-30,Piedade,Sudoeste,-23.717,-47.4142,22.46,27.54,18.35,87.08,8.41,4.19,20.02,2.58,1.8
2015-03-31,Piedade,Sudoeste,-23.717,-47.4142,23.12,28.04,19.05,83.33,18.49,8.34,19.82,0.77,1.65
2015-04-01,Piedade,Sudoeste,-23.717,-47.4142,21.71,27.85,17.21,80.27,20.3,9.23,17.76,0.0,1.74
2015-04-02,Piedade,Sudoeste,-23.717,-47.4142,20.96,26.98,16.29,78.11,23.05,10.46,16.58,0.0,2.37
2015-04-03,Piedade,Sudoeste,-23.717,-47.4142,20.24,27.33,14.63,78.86,21.27,9.57,15.95,0.03,1.95
2015-04-04,Piedade,Sudoeste,-23.717,-47.4142,21.81,27.98,16.17,80.45,18.89,8.71,17.92,1.8,1.5
2015-04-05,Piedade,Sudoeste,-23.717,-47.4142,22.96,28.0,19.33,83.68,11.0,5.29,19.79,1.79,2.29
2015-04-06,Piedade,Sudoeste,-23.717,-47.4142,21.22,25.54,17.28,83.58,17.06,7.86,18.05,1.46,2.92
2015-04-07,Piedade,Sudoeste,-23.717,-47.4142,17.9,23.14,13.02,80.96,13.16,6.06,14.25,0.89,3.17
2015-04-08,Piedade,Sudoeste,-23.717,-47.4142,18.31,24.87,12.8,75.62,17.91,8.19,13.57,0.03,2.2
2015-04-09,Piedade,Sudoeste,-23.717,-47.4142,19.8,26.63,14.65,80.01,18.39,8.32,15.83,0.02,1.71
2015-04-10,Piedade,Sudoeste,-23.717,-47.4142,20.39,27.35,15.26,78.15,18.75,8.5,15.89,0.0,1.96
2015-04-11,Piedade,Sudoeste,-23.717,-47.4142,20.43,27.58,15.02,76.58,20.31,9.15,15.43,0.01,1.41
2015-04-12,Piedade,Sudoeste,-23.717,-47.4142,20.64,28.16,15.42,77.01,20.26,9.09,15.65,0.01,1.59
2015-04-13,Piedade,Sudoeste,-23.717,-47.4142,20.59,27.76,15.47,76.92,18.21,8.2,15.71,0.0,1.59
2015-04-14,Piedade,Sudoeste,-23.717,-47.4142,21.61,28.23,16.81,75.27,17.37,7.89,16.39,0.01,1.51
2015-04-15,Piedade,Sudoeste,-23.717,-47.4142,21.93,27.43,17.16,81.96,14.4,6.73,18.39,11.79,1.42
2015-04-16,Piedade,Sudoeste,-23.717,-47.4142,21.48,26.92,17.95,86.77,12.43,5.77,18.96,7.26,1.48
2015-04-17,Piedade,Sudoeste,-23.717,-47.4142,20.66,26.73,16.04,83.64,18.74,8.52,17.43,0.88,1.49
2015-04-18,Piedade,Sudoeste,-23.717,-47.4142,22.35,27.71,17.68,81.22,14.92,6.99,18.7,0.59,1.53
2015-04-19,Piedade,Sudoeste,-23.717,-47.4142,22.63,26.61,19.34,85.62,10.89,5.18,19.97,13.43,0.92
2015-04-20,Piedade,Sudoeste,-23.717,-47.4142,23.43,27.96,18.91,81.86,17.17,7.98,19.93,0.47,1.07
2015-04-21,Piedade,Sudoeste,-23.717,-47.4142,22.11,26.27,18.88,87.48,13.66,6.4,19.85,2.27,1.87
2015-04-22,Piedade,Sudoeste,-23.717,-47.4142,20.36,25.91,17.63,88.01,9.0,4.34,18.18,7.95,2.36
2015-04-23,Piedade,Sudoeste,-23.717,-47.4142,20.43,25.69,17.19,85.96,12.8,5.98,17.87,0.16,2.42
2015-04-24,Piedade,Sudoeste,-23.717,-47.4142,21.32,27.42,16.63,83.04,16.59,7.58,17.99,0.02,1.57
2015-04-25,Piedade,Sudoeste,-23.717,-47.4142,18.82,23.97,14.71,81.68,18.23,8.25,15.27,0.15,2.48
2015-04-26,Piedade,Sudoeste,-23.717,-47.4142,18.9,25.4,14.38,83.19,14.92,6.78,15.68,0.17,2.34
2015-04-27,Piedade,Sudoeste,-23.717,-47.4142,19.7,26.42,14.5,78.43,18.45,8.33,15.26,0.01,1.35
2015-04-28,Piedade,Sudoeste,-23.717,-47.4142,19.89,26.47,14.62,78.92,17.6,7.89,15.59,0.25,1.49
2015-04-29,Piedade,Sudoeste,-23.717,-47.4142,18.37,23.55,15.07,84.32,14.63,6.66,15.42,1.95,2.64
2015-04-30,Piedade,Sudoeste,-23.717,-47.4142,17.55,23.3,13.94,81.58,12.64,5.81,14.01,0.6,2.71
2015-05-01,Piedade,Sudoeste,-23.717,-47.4142,17.43,24.53,12.34,79.56,17.9,8.07,13.36,0.0,1.91
2015-05-02,Piedade,Sudoeste,-23.717,-47.4142,18.66,26.13,12.41,75.19,17.51,7.88,13.58,0.0,1.27
2015-05-03,Piedade,Sudoeste,-23.717,-47.4142,20.15,26.99,14.34,76.65,13.46,6.15,15.44,1.08,2.28
2015-05-04,Piedade,Sudoeste,-23.717,-47.4142,19.99,24.91,16.97,86.0,6.01,2.96,17.46,5.27,3.05
2015-05-05,Piedade,Sudoeste,-23.717,-47.4142,18.43,24.13,15.33,84.53,11.88,5.44,15.56,1.12,2.59
2015-05-06,Piedade,Sudoeste,-23.717,-47.4142,18.46,25.03,14.16,81.6,10.09,4.65,14.86,0.05,1.97
2015-05-07,Piedade,Sudoeste,-23.717,-47.4142,16.89,23.28,13.1,82.03,14.43,6.54,13.44,0.36,2.73
2015-05-08,Piedade,Sudoeste,-23.717,-47.4142,15.69,20.94,12.71,78.75,14.14,6.41,11.71,0.15,2.72
2015-05-09,Piedade,Sudoeste,-23.717,-47.4142,17.58,25.87,11.29,78.68,17.99,8.1,13.2,0.01,1.37
2015-05-10,Piedade,Sudoeste,-23.717,-47.4142,19.05,24.88,13.38,85.14,4.46,2.28,16.24,10.38,1.67
2015-05-11,Piedade,Sudoeste,-23.717,-47.4142,18.86,22.94,14.23,86.06,6.47,3.13,16.29,8.87,2.26
2015-05-12,Piedade,Sudoeste,-23.717,-47.4142,16.82,22.82,11.58,85.3,13.08,5.95,14.2,0.57,1.76
2015-05-13,Piedade,Sudoeste,-23.717,-47.4142,16.9,22.23,13.3,84.7,12.08,5.53,14.02,0.4,2.48
2015-05-14,Piedade,Sudoeste,-23.717,-47.4142,17.82,23.19,14.81,81.82,13.82,6.26,14.39,0.01,2.44
2015-05-15,Piedade,Sudoeste,-23.717,-47.4142,16.74,21.79,13.14,83.01,11.46,5.23,13.57,0.0,1.64
2015-05-16,Piedade,Sudoeste,-23.717,-47.4142,16.89,23.88,11.41,78.72,16.15,7.27,12.57,0.01,1.32
2015-05-17,Piedade,Sudoeste,-23.717,-47.4142,17.88,23.22,13.79,83.81,13.69,6.24,14.83,0.0,1.27
2015-05-18,Piedade,Sudoeste,-23.717,-47.4142,18.48,23.16,15.34,84.38,7.75,3.67,15.49,0.2,0.81
2015-05-19,Piedade,Sudoeste,-23.717,-47.4142,18.26,22.74,15.56,85.47,8.89,4.12,15.56,0.18,1.65
2015-05-20,Piedade,Sudoeste,-23.717,-47.4142,18.39,23.04,15.54,85.34,12.68,5.84,15.66,0.54,1.36
2015-05-21,Piedade,Sudoeste,-23.717,-47.4142,19.36,25.13,15.13,81.05,14.42,6.62,15.59,0.04,1.48
2015-05-22,Piedade,Sudoeste,-23.717,-47.4142,20.08,26.09,14.56,75.01,15.77,7.26,14.97,0.0,1.31
2015-05-23,Piedade,Sudoeste,-23.717,-47.4142,18.57,23.88,14.16,81.21,14.11,6.45,14.99,0.0,1.59
2015-05-24,Piedade,Sudoeste,-23.717,-47.4142,20.05,27.68,14.3,77.95,13.86,6.39,15.67,0.02,2.08
2015-05-25,Piedade,Sudoeste,-23.717,-47.4142,21.68,28.32,15.84,76.16,13.7,6.34,16.89,0.76,1.34
2015-05-26,Piedade,Sudoeste,-23.717,-47.4142,21.44,27.46,17.25,82.78,9.51,4.49,18.07,1.31,1.25
2015-05-27,Piedade,Sudoeste,-23.717,-47.4142,21.46,28.07,16.83,75.24,14.92,6.87,16.24,0.43,1.82
2015-05-28,Piedade,Sudoeste,-23.717,-47.4142,17.54,20.37,15.21,90.78,2.95,1.56,16.0,6.23,2.38
2015-05-29,Piedade,Sudoeste,-23.717,-47.4142,16.92,22.28,12.47,81.45,12.28,5.54,13.36,3.44,1.47
2015-05-30,Piedade,Sudoeste,-23.717,-47.4142,15.76,22.28,9.6,70.6,11.03,4.97,9.73,0.51,1.33
2015-05-31,Piedade,Sudoeste,-23.717,-47.4142,15.46,18.38,12.84,91.51,4.22,2.11,14.06,11.17,0.97
2015-06-01,Piedade,Sudoeste,-23.717,-47.4142,16.83,22.9,13.26,86.38,6.54,3.08,14.34,0.35,2.05
2015-06-02,Piedade,Sudoeste,-23.717,-47.4142,16.18,20.55,13.75,86.13,4.12,2.04,13.75,0.08,2.49
2015-06-03,Piedade,Sudoeste,-23.717,-47.4142,17.53,23.64,12.8,82.95,11.74,5.32,14.34,0.0,1.12
2015-06-04,Piedade,Sudoeste,-23.717,-47.4142,18.32,25.1,13.41,82.68,14.94,6.73,15.16,0.03,0.93
2015-06-05,Piedade,Sudoeste,-23.717,-47.4142,18.9,25.61,13.67,73.78,15.9,7.17,13.55,0.01,1.19
2015-06-06,Piedade,Sudoeste,-23.717,-47.4142,18.24,25.3,12.01,74.69,15.67,7.06,13.26,0.02,1.76
2015-06-07,Piedade,Sudoeste,-23.717,-47.4142,19.03,25.96,13.41,76.03,13.86,6.26,14.42,0.01,1.66
2015-06-08,Piedade,Sudoeste,-23.717,-47.4142,20.21,26.3,13.39,65.3,14.96,6.74,13.16,0.0,1.27
2015-06-09,Piedade,Sudoeste,-23.717,-47.4142,19.02,26.02,12.1,70.69,15.44,6.87,13.04,0.0,1.36
2015-06-10,Piedade,Sudoeste,-23.717,-47.4142,18.52,26.13,11.94,69.98,15.43,6.95,12.22,0.01,1.52
2015-06-11,Piedade,Sudoeste,-23.717,-47.4142,19.07,27.14,12.42,72.8,15.66,7.12,13.35,0.0,1.94
2015-06-12,Piedade,Sudoeste,-23.717,-47.4142,18.18,22.54,15.17,82.85,7.28,3.4,15.02,0.21,1.74
2015-06-13,Piedade,Sudoeste,-23.717,-47.4142,19.23,27.3,14.28,74.72,15.09,6.88,13.86,0.02,2.08
2015-06-14,Piedade,Sudoeste,-23.717,-47.4142,20.2,27.38,13.6,72.88,14.26,6.52,14.64,0.01,3.41
2015-06-15,Piedade,Sudoeste,-23.717,-47.4142,16.03,19.1,11.3,87.94,2.95,1.54,13.97,5.51,1.71
2015-06-16,Piedade,Sudoeste,-23.717,-47.4142,14.36,21.32,10.05,78.44,13.23,5.83,9.98,0.13,1.4
2015-06-17,Piedade,Sudoeste,-23.717,-47.4142,18.35,26.06,11.31,76.72,9.6,4.44,13.74,0.01,1.01
2015-06-18,Piedade,Sudoeste,-23.717,-47.4142,19.97,28.08,14.28,79.21,13.15,5.97,15.89,1.0,2.87
2015-06-19,Piedade,Sudoeste,-23.717,-47.4142,13.9,16.35,12.34,88.03,8.94,4.12,11.92,4.07,3.94
2015-06-20,Piedade,Sudoeste,-23.717,-47.4142,15.11,20.96,11.55,83.95,14.37,6.48,12.12,0.5,2.39
2015-06-21,Piedade,Sudoeste,-23.717,-47.4142,16.84,23.94,11.09,75.46,15.28,6.87,11.99,0.0,1.36
2015-06-22,Piedade,Sudoeste,-23.717,-47.4142,18.09,25.61,11.81,69.81,15.27,6.88,11.74,0.01,1.22
2015-06-23,Piedade,Sudoeste,-23.717,-47.4142,17.76,24.95,11.49,74.74,13.36,6.01,12.57,0.29,1.63
2015-06-24,Piedade,Sudoeste,-23.717,-47.4142,14.77,18.34,12.45,85.77,8.71,3.97,12.27,1.19,3.21
2015-06-25,Piedade,Sudoeste,-23.717,-47.4142,14.81,19.91,12.17,83.69,11.59,5.23,11.85,0.33,2.86
2015-06-26,Piedade,Sudoeste,-23.717,-47.4142,15.52,22.24,11.36,78.48,14.51,6.51,11.24,0.03,2.63
2015-06-27,Piedade,Sudoeste,-23.717,-47.4142,15.19,22.87,10.35,70.7,15.8,6.92,8.71,0.01,1.64
2015-06-28,Piedade,Sudoeste,-23.717,-47.4142,14.74,22.13,7.91,68.25,15.28,6.77,8.12,0.03,1.32
2015-06-29,Piedade,Sudoeste,-23.717,-47.4142,16.17,23.72,9.15,69.15,14.94,6.7,10.09,0.01,1.86
2015-06-30,Piedade,Sudoeste,-23.717,-47.4142,17.65,24.73,11.91,75.4,13.26,6.02,12.74,0.07,2.57
2015-07-01,Piedade,Sudoeste,-23.717,-47.4142,17.61,23.23,13.7,84.53,6.0,2.88,14.68,1.43,1.54
2015-07-02,Piedade,Sudoeste,-23.717,-47.4142,16.7,20.81,13.87,89.57,5.84,2.83,14.87,13.51,1.21
2015-07-03,Piedade,Sudoeste,-23.717,-47.4142,17.6,22.96,14.15,85.77,3.36,1.73,14.97,4.75,2.1
2015-07-04,Piedade,Sudoeste,-23.717,-47.4142,15.67,19.42,10.68,93.75,4.16,2.09,14.66,11.82,2.08
2015-07-05,Piedade,Sudoeste,-23.717,-47.4142,12.59,16.85,9.65,84.7,5.1,2.51,9.96,1.5,3.0
2015-07-06,Piedade,Sudoeste,-23.717,-47.4142,15.96,22.01,11.7,86.64,12.41,5.68,13.55,1.39,1.69
2015-07-07,Piedade,Sudoeste,-23.717,-47.4142,16.88,20.09,14.87,94.09,5.44,2.64,15.9,9.87,0.99
2015-07-08,Piedade,Sudoeste,-23.717,-47.4142,17.1,19.85,15.21,94.68,3.37,1.7,16.23,5.92,2.4
2015-07-09,Piedade,Sudoeste,-23.717,-47.4142,15.35,21.08,11.5,83.65,10.49,4.75,12.29,0.1,2.86
2015-07-10,Piedade,Sudoeste,-23.717,-47.4142,16.87,23.4,10.82,80.47,14.83,6.72,13.44,2.04,1.14
2015-07-11,Piedade,Sudoeste,-23.717,-47.4142,17.52,24.59,12.0,76.9,4.87,2.45,13.11,2.5,1.75
2015-07-12,Piedade,Sudoeste,-23.717,-47.4142,18.64,26.59,12.64,73.42,13.64,6.28,13.33,0.18,1.87
2015-07-13,Piedade,Sudoeste,-23.717,-47.4142,19.73,27.25,14.72,70.16,14.36,6.57,13.72,0.05,2.48
2015-07-14,Piedade,Sudoeste,-23.717,-47.4142,20.31,27.18,14.4,64.18,14.99,6.82,12.85,0.0,2.1
2015-07-15,Piedade,Sudoeste,-23.717,-47.4142,20.31,27.48,14.97,74.29,12.1,5.49,15.03,0.03,1.25
2015-07-16,Piedade,Sudoeste,-23.717,-47.4142,19.55,25.66,15.67,79.9,8.62,4.07,15.48,0.01,1.27
2015-07-17,Piedade,Sudoeste,-23.717,-47.4142,17.01,20.46,14.45,81.71,8.96,4.15,13.7,0.03,1.28
2015-07-18,Piedade,Sudoeste,-23.717,-47.4142,18.35,24.71,13.26,71.62,14.29,6.43,12.56,0.02,1.15
2015-07-19,Piedade,Sudoeste,-23.717,-47.4142,18.66,26.02,12.33,70.07,16.42,7.4,12.32,0.0,1.67
2015-07-20,Piedade,Sudoeste,-23.717,-47.4142,18.19,25.97,11.68,68.71,13.77,6.25,11.79,0.0,2.19
2015-07-21,Piedade,Sudoeste,-23.717,-47.4142,16.91,21.94,12.44,79.44,6.04,2.89,13.16,1.01,3.03
2015-07-22,Piedade,Sudoeste,-23.717,-47.4142,14.41,18.78,12.07,83.4,9.87,4.54,11.47,0.29,2.92
2015-07-23,Piedade,Sudoeste,-23.717,-47.4142,16.58,21.86,12.77,85.75,11.16,5.07,14.01,0.11,1.78
2015-07-24,Piedade,Sudoeste,-23.717,-47.4142,18.65,25.79,13.34,78.57,13.3,6.04,14.36,3.53,1.84
2015-07-25,Piedade,Sudoeste,-23.717,-47.4142,15.54,19.88,12.68,89.12,5.43,2.62,13.67,8.13,1.5
2015-07-26,Piedade,Sudoeste,-23.717,-47.4142,15.68,23.69,10.56,80.13,15.29,6.74,11.71,0.07,1.38
2015-07-27,Piedade,Sudoeste,-23.717,-47.4142,15.37,22.97,10.03,69.57,16.88,7.27,8.72,0.03,1.28
2015-07-28,Piedade,Sudoeste,-23.717,-47.4142,15.36,24.5,8.84,63.33,17.49,7.55,7.27,0.01,1.3
2015-07-29,Piedade,Sudoeste,-23.717,-47.4142,16.12,25.07,9.45,68.15,17.85,7.8,9.45,0.03,1.49
