data,cidade,polo,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2MDEW,PRECTOTCORR,WS2M
2016-07-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.18,21.16,12.05,84.27,8.15,3.73,12.23,0.01,2.45
2016-07-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.8,23.75,12.55,82.91,15.24,6.84,13.51,0.0,2.24
2016-07-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.53,24.68,12.28,78.96,14.84,6.61,13.3,0.01,1.37
2016-08-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.35,25.91,12.03,71.29,15.08,6.7,12.38,0.0,2.34
2016-08-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.54,22.11,13.01,82.73,7.27,3.4,13.42,0.02,2.85
2016-08-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.87,23.69,13.1,83.03,11.36,5.17,13.52,0.07,2.45
2016-08-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.93,25.42,13.57,79.45,15.45,6.89,13.57,0.06,2.01
2016-08-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.18,27.16,12.0,70.39,15.74,7.0,12.61,0.01,1.23
2016-08-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.59,28.41,14.88,60.93,17.69,7.88,12.04,0.0,2.62
2016-08-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.42,28.16,14.76,67.69,10.22,4.55,12.57,0.06,3.68
2016-08-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.23,27.95,13.56,79.26,7.88,3.61,13.86,0.09,2.48
2016-08-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.44,26.95,14.79,79.41,6.8,3.23,15.09,0.07,1.74
2016-08-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.02,18.58,10.39,81.72,8.16,3.79,11.71,0.06,2.94
2016-08-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,12.09,17.63,7.1,83.54,8.09,3.76,9.12,0.09,2.57
2016-08-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,14.18,20.79,10.12,80.26,15.51,6.9,10.26,0.04,2.1
2016-08-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.12,25.89,9.4,69.36,19.85,8.61,8.85,0.01,1.26
2016-08-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.17,30.02,9.86,48.4,19.62,8.61,6.87,0.0,2.08
2016-08-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.88,31.31,15.21,55.78,12.98,5.81,11.14,0.83,2.84
2016-08-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.91,26.1,15.75,76.17,12.46,5.62,15.16,1.01,2.09
2016-08-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.45,29.82,15.26,66.1,19.5,8.68,13.72,0.0,2.93
2016-08-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.72,25.29,15.92,83.15,10.43,4.67,15.56,3.38,2.98
2016-08-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.92,29.77,15.29,76.89,15.05,6.79,15.78,0.7,1.66
2016-08-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.49,26.96,16.93,74.65,4.45,2.21,16.34,6.91,2.79
2016-08-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.33,19.45,10.41,89.77,4.11,2.13,13.64,19.27,4.69
2016-08-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,11.85,15.69,9.73,83.15,10.26,4.67,8.9,1.58,3.48
2016-08-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,14.11,21.04,9.33,79.22,17.42,7.71,10.13,0.01,2.44
2016-08-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.48,24.84,11.4,78.32,18.59,8.27,11.91,0.03,2.5
2016-08-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.32,27.13,10.34,74.79,18.76,8.29,11.76,0.02,1.57
2016-08-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.78,26.7,11.74,69.07,20.77,9.08,10.88,0.01,1.46
2016-08-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.88,29.17,10.84,65.07,21.65,9.46,10.38,0.03,1.33
2016-08-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.87,30.55,13.11,52.24,21.76,9.6,10.72,0.01,2.07
2016-08-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.81,31.7,15.55,58.06,20.4,9.1,13.01,0.01,1.15
2016-08-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.57,30.19,17.12,59.92,15.16,6.9,13.71,1.31,1.79
2016-08-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.44,24.76,15.25,79.62,3.96,2.09,15.49,4.43,2.9
2016-09-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.73,24.63,12.31,77.35,20.02,8.77,12.97,0.19,2.25
2016-09-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.82,27.22,14.51,82.3,13.15,6.05,15.21,0.64,2.65
2016-09-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.56,25.62,16.31,84.14,11.73,5.48,16.44,0.23,2.03
2016-09-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.77,24.87,15.23,77.04,7.24,3.57,15.14,0.05,1.43
2016-09-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.39,25.91,15.11,80.26,12.77,5.89,15.47,2.17,1.58
2016-09-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.29,25.25,16.63,83.51,5.45,2.73,16.17,1.12,3.07
2016-09-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.47,26.24,14.39,76.1,8.8,4.16,14.52,0.19,3.54
2016-09-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.74,26.11,8.97,68.69,22.2,9.69,8.9,0.0,1.93
2016-09-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.4,24.89,12.69,78.21,15.76,7.12,12.95,0.05,2.92
2016-09-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.9,29.11,14.12,76.42,17.96,8.11,14.57,0.04,2.42
2016-09-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.35,30.36,15.51,74.62,18.9,8.55,15.46,0.02,1.87
2016-09-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.62,32.76,15.54,64.93,21.8,9.81,14.95,0.01,1.7
2016-09-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.51,33.37,19.56,45.39,19.44,8.66,11.69,0.0,4.17
2016-09-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.96,28.7,17.39,68.82,10.92,4.74,15.59,0.41,3.01
2016-09-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.7,25.75,12.24,70.35,22.07,9.58,11.42,0.01,2.58
2016-09-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.02,24.93,11.62,76.34,10.55,4.9,12.3,0.44,3.01
2016-09-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.78,29.9,14.72,74.71,16.35,7.35,15.21,0.19,2.09
2016-09-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.87,35.05,16.41,68.13,18.48,8.11,15.63,6.8,2.04
2016-09-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.04,28.72,16.02,78.43,16.12,7.23,16.6,4.89,2.2
2016-09-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,14.84,17.95,11.17,83.22,9.09,4.32,11.91,1.19,3.44
2016-09-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.29,20.91,11.18,81.16,16.54,7.48,11.69,0.72,3.64
2016-09-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.38,25.65,12.71,74.15,20.86,9.34,11.68,0.21,3.55
2016-09-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.27,30.05,12.14,70.53,24.21,10.74,12.16,0.03,2.36
2016-09-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.86,25.43,14.0,79.38,12.08,5.56,13.8,0.16,2.77
2016-09-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.27,19.98,12.55,82.87,5.59,2.85,12.21,0.43,3.32
2016-09-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.04,23.6,11.92,75.08,15.62,7.12,11.01,0.09,2.97
2016-09-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.34,24.84,10.81,69.92,22.91,10.1,9.74,0.01,2.77
2016-09-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.86,29.62,12.07,68.56,23.29,10.32,11.67,0.02,2.21
2016-09-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.75,26.94,13.28,72.8,24.57,10.85,12.5,0.1,3.04
2016-09-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.98,23.73,13.91,79.87,15.71,7.09,13.07,0.18,3.93
2016-10-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.02,23.97,13.62,78.94,11.24,5.29,12.92,0.12,4.08
2016-10-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.79,24.66,13.9,78.61,18.73,8.5,13.47,0.35,3.99
2016-10-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.8,24.77,14.44,82.63,5.95,3.05,14.41,12.04,2.74
2016-10-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.32,21.85,15.06,85.76,11.5,5.36,14.71,4.81,2.99
2016-10-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.54,23.45,13.98,80.63,16.64,7.52,13.7,0.49,2.93
2016-10-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.51,26.7,14.01,76.32,17.97,8.23,13.59,1.84,2.15
2016-10-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.96,23.55,11.54,76.77,16.56,7.52,12.27,1.34,2.3
2016-10-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.38,28.09,13.23,69.47,27.3,12.22,12.24,0.02,1.66
2016-10-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.4,26.03,12.7,78.1,19.64,8.89,13.93,0.76,3.03
2016-10-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.87,24.88,14.27,79.84,14.78,6.76,13.85,0.78,3.94
2016-10-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.05,29.77,14.11,76.28,14.91,6.82,14.93,3.41,2.45
2016-10-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.87,30.37,15.64,74.16,22.15,10.0,16.15,1.0,1.9
2016-10-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.96,29.06,18.75,81.43,16.25,7.67,18.16,10.73,2.52
2016-10-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.42,30.8,17.71,73.7,14.55,6.86,17.7,0.85,2.3
2016-10-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.31,30.88,18.86,74.71,17.23,8.01,17.71,4.61,1.21
2016-10-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.06,33.75,18.14,68.91,22.91,10.41,17.88,0.25,1.73
2016-10-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.55,35.53,20.21,65.77,24.83,11.36,18.54,3.43,1.86
2016-10-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.85,35.59,20.41,68.26,22.33,10.24,18.28,0.35,1.69
2016-10-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.88,36.48,20.01,67.44,24.37,11.27,18.95,2.77,1.09
2016-10-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,27.71,36.28,21.78,60.95,22.78,10.44,18.24,2.77,1.36
2016-10-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.04,25.89,17.45,84.89,11.34,5.46,18.24,8.28,3.29
2016-10-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.47,23.31,16.29,85.04,10.16,4.98,15.74,4.24,3.79
2016-10-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.11,29.21,16.21,79.22,18.85,8.79,16.81,1.86,2.71
2016-10-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.13,28.44,17.64,81.57,19.06,8.88,18.41,11.59,2.22
2016-10-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.2,25.11,18.79,88.39,7.58,3.88,19.09,8.52,2.13
2016-10-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.64,29.69,18.38,77.98,19.58,9.06,19.06,5.53,1.71
2016-10-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.54,28.18,18.46,74.5,15.63,7.45,18.45,4.13,4.59
2016-10-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.47,24.18,12.1,72.5,22.21,9.94,12.04,1.7,3.37
2016-10-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.36,22.74,11.16,77.32,25.82,11.59,11.92,1.48,3.53
2016-10-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.49,26.52,13.95,78.03,20.52,9.31,13.99,1.05,3.56
2016-10-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.32,30.0,14.27,71.84,23.56,10.82,15.19,0.65,2.48
2016-11-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.04,30.27,17.94,66.25,22.4,10.29,16.64,1.5,2.05
2016-11-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.14,31.65,19.1,64.29,21.21,9.89,17.12,2.41,2.97
2016-11-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.88,23.66,16.02,85.72,7.45,3.82,17.33,12.47,2.84
2016-11-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.42,23.92,15.72,84.69,9.26,4.56,15.57,3.74,3.21
2016-11-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.23,25.37,15.85,82.11,12.58,6.0,15.76,2.21,3.67
2016-11-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.91,27.5,16.1,78.21,17.14,8.06,16.36,3.87,2.41
2016-11-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.92,27.03,17.48,79.57,22.49,10.27,16.79,4.24,1.76
2016-11-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.17,29.13,16.56,74.64,24.04,10.9,16.56,1.44,1.83
2016-11-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.8,31.23,17.33,73.23,24.28,11.08,17.82,18.45,1.64
2016-11-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.77,30.37,18.78,76.52,25.25,11.55,18.86,4.97,3.27
2016-11-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.95,30.9,17.53,73.5,24.99,11.46,18.14,1.62,1.44
2016-11-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.19,21.75,16.76,90.02,12.45,6.13,17.47,22.9,4.59
2016-11-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.39,21.26,16.67,90.67,7.7,3.92,16.79,15.02,3.49
2016-11-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.73,21.11,17.32,91.86,9.81,4.96,17.35,10.33,3.23
2016-11-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.15,25.61,16.86,86.32,16.29,7.75,17.58,3.65,2.86
2016-11-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.77,28.01,16.68,80.21,24.74,11.43,17.75,6.89,2.06
2016-11-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.27,28.63,17.98,82.64,20.36,9.35,18.8,5.78,1.6
2016-11-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.79,21.76,12.69,84.43,10.15,5.03,14.99,1.97,4.5
2016-11-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.96,20.59,12.98,73.06,20.09,8.88,10.78,0.14,3.73
2016-11-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.04,24.67,10.42,72.82,28.37,12.58,11.64,0.01,2.35
2016-11-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.97,27.86,12.02,73.66,28.65,12.78,14.28,0.0,1.97
2016-11-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.44,24.24,16.69,82.77,18.77,8.66,16.19,0.52,2.46
2016-11-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.69,27.92,16.46,84.23,13.68,6.54,17.63,4.58,1.96
2016-11-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.05,27.01,17.38,81.67,20.46,9.31,17.44,0.71,2.85
2016-11-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.89,28.99,16.77,78.3,21.99,10.05,17.42,0.23,2.45
2016-11-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.33,28.82,17.86,79.93,20.77,9.62,18.28,0.38,1.99
2016-11-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.12,30.46,18.8,76.55,22.22,10.26,19.14,2.49,1.43
2016-11-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.12,29.62,20.03,80.55,19.55,9.24,20.17,11.18,1.51
2016-11-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.08,25.87,15.94,87.19,10.29,5.05,18.78,8.98,3.57
2016-11-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.75,21.85,15.42,82.25,10.91,5.37,14.47,2.1,4.27
2016-12-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.63,23.39,15.09,81.58,15.4,7.36,15.17,0.79,3.48
2016-12-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.29,28.76,15.45,78.35,20.86,9.7,16.95,0.08,2.25
2016-12-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.28,27.24,18.14,82.73,18.17,8.52,19.0,6.55,2.11
2016-12-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.54,30.23,15.94,75.91,20.64,9.62,17.4,4.63,4.67
2016-12-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.37,26.09,15.11,78.69,22.29,10.24,15.09,1.12,2.86
2016-12-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.27,30.27,14.81,69.22,32.13,14.43,14.24,0.01,1.97
2016-12-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.52,31.68,16.09,62.38,24.45,11.2,14.95,1.71,1.68
2016-12-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.78,28.99,18.31,77.26,26.59,12.3,19.11,4.79,1.21
2016-12-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.87,31.11,19.54,77.29,16.32,7.68,18.98,4.6,1.9
2016-12-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.78,28.72,19.77,81.43,19.73,9.25,20.09,11.33,1.42
2016-12-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.79,27.67,21.21,86.05,12.78,6.26,21.2,11.25,3.6
2016-12-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.26,27.24,18.68,87.73,7.31,3.85,20.01,16.34,3.06
2016-12-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.4,29.69,18.22,82.55,19.69,9.25,19.93,2.0,1.56
2016-12-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.78,26.5,17.21,85.26,14.47,6.93,19.07,4.09,3.45
2016-12-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.26,20.54,14.51,82.24,9.41,4.62,14.05,2.94,4.69
2016-12-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.39,23.89,14.42,80.5,17.88,8.35,14.7,0.87,4.17
2016-12-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.67,27.07,15.73,80.48,25.96,11.86,16.78,1.07,3.33
2016-12-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.18,28.03,16.58,78.12,24.89,11.44,17.61,1.5,1.95
2016-12-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.92,27.55,17.77,76.67,23.01,10.7,18.19,11.08,1.74
2016-12-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.54,29.08,18.44,74.28,22.26,10.36,18.32,5.74,1.74
2016-12-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.05,29.48,18.51,79.14,23.68,10.97,18.71,3.98,1.53
2016-12-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.23,26.63,19.94,78.9,22.74,10.52,19.13,3.45,1.53
2016-12-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.98,30.09,18.86,74.25,24.67,11.35,18.68,3.97,1.02
2016-12-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.5,29.78,20.18,72.33,27.56,12.83,18.59,4.17,1.75
2016-12-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.68,27.53,19.32,81.3,23.47,10.87,19.09,3.74,1.67
2016-12-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.12,32.91,18.21,69.12,31.05,14.31,19.08,0.25,1.36
2016-12-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,27.61,32.62,21.82,65.46,27.8,12.83,20.07,2.52,2.08
2016-12-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.12,31.42,21.68,72.87,25.4,11.72,20.38,3.72,1.48
2016-12-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.68,33.05,20.54,73.95,26.31,12.09,19.77,1.47,1.26
2016-12-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.19,29.97,20.84,76.31,26.43,12.24,20.28,2.85,1.53
2016-12-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.42,29.86,21.1,74.19,21.9,10.19,20.05,3.69,1.66
2017-01-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.46,31.03,21.25,72.95,26.46,12.26,19.63,2.72,2.32
2017-01-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.67,29.18,20.61,77.83,22.54,10.49,20.12,4.59,2.03
2017-01-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.58,26.81,21.15,86.48,24.59,11.46,21.07,15.67,1.26
2017-01-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.13,30.25,20.53,73.48,19.8,9.34,19.48,0.93,0.96
2017-01-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.84,29.19,21.3,76.37,22.31,10.4,20.02,2.1,2.57
2017-01-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.0,26.02,20.42,87.06,18.19,8.62,20.64,9.54,2.14
2017-01-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.39,27.62,20.38,86.0,18.56,8.69,20.7,9.44,1.27
2017-01-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.51,29.16,21.03,81.98,21.78,10.16,21.0,3.46,1.02
2017-01-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.0,29.08,21.02,79.84,20.46,9.64,21.05,9.32,2.15
2017-01-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.45,28.3,21.67,82.94,23.91,11.15,21.2,8.84,2.08
2017-01-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.4,26.84,20.88,88.32,17.68,8.39,21.25,11.29,1.83
2017-01-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.38,24.39,20.94,92.89,11.01,5.5,21.16,26.14,2.5
2017-01-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.04,25.4,19.83,89.88,16.98,8.08,20.22,7.29,2.08
2017-01-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.52,28.37,20.02,83.18,25.43,11.74,20.27,2.6,1.64
2017-01-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.85,30.02,18.93,79.22,21.77,10.09,19.48,6.03,1.89
2017-01-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.67,27.74,20.32,83.15,16.37,7.72,20.42,19.93,1.76
2017-01-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.78,25.78,20.36,87.82,9.01,4.5,20.59,22.25,2.45
2017-01-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.63,26.27,20.43,86.4,8.06,4.15,20.14,5.65,2.11
2017-01-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.2,23.5,19.21,90.75,9.89,4.96,19.6,37.03,1.32
2017-01-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.98,23.61,18.77,85.16,9.21,4.62,18.32,9.63,1.1
2017-01-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.15,22.05,18.74,91.95,7.09,3.61,18.78,28.25,1.35
2017-01-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.63,24.06,18.27,88.11,8.08,4.11,18.49,9.04,0.87
2017-01-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.61,25.63,17.98,86.11,12.41,6.06,19.02,6.04,1.63
2017-01-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.25,28.65,17.81,81.4,21.1,9.85,19.64,6.97,2.13
2017-01-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.72,28.0,20.53,85.05,20.26,9.5,20.9,2.79,3.2
2017-01-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.79,25.94,20.78,89.26,8.91,4.39,20.87,10.39,1.97
2017-01-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.41,26.01,20.01,88.92,11.03,5.43,20.38,11.54,1.85
2017-01-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.88,27.71,19.54,87.32,21.59,10.02,20.5,3.12,2.38
2017-01-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.9,28.86,20.42,83.5,25.04,11.41,20.57,0.78,2.09
2017-01-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.59,25.61,20.59,89.56,19.85,9.28,20.7,3.0,2.32
2017-01-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.87,25.27,19.73,89.25,19.27,9.04,19.9,4.03,1.8
2017-02-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.02,26.51,18.72,86.31,12.32,5.97,19.42,7.8,1.4
2017-02-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.9,27.07,18.94,85.58,17.4,8.18,20.19,10.44,1.66
2017-02-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.65,25.93,19.96,85.93,18.36,8.63,20.08,5.66,2.42
