data,cidade,polo,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2MDEW,PRECTOTCORR,WS2M
2019-08-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.31,25.5,10.98,81.86,16.37,7.31,13.71,0.02,1.73
2019-08-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.32,26.44,12.58,77.23,16.34,7.41,14.78,0.01,1.46
2019-08-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.19,27.4,14.62,72.08,17.66,8.03,14.45,0.01,1.35
2019-08-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.76,28.53,14.17,65.94,18.74,8.44,13.33,0.0,1.32
2019-08-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.37,29.05,15.74,60.26,18.01,8.04,12.76,0.01,2.64
2019-08-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.89,24.92,14.12,81.54,13.95,6.28,15.42,0.39,2.33
2019-08-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.21,30.38,14.75,66.8,18.17,8.18,14.61,0.02,1.74
2019-08-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.88,22.56,12.71,78.34,9.37,4.33,13.92,2.07,3.6
2019-08-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,12.01,14.09,10.66,84.65,5.08,2.51,9.43,1.62,3.96
2019-08-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,14.53,21.46,10.65,76.43,18.29,8.1,9.83,0.17,3.05
2019-08-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.6,24.88,8.63,74.55,18.82,8.26,10.06,0.07,1.46
2019-08-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.21,27.46,10.29,61.63,19.85,8.72,9.85,0.02,2.25
2019-08-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.25,29.0,14.24,57.7,16.28,7.18,11.7,0.06,2.99
2019-08-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.31,20.19,13.86,89.23,4.38,2.02,14.42,7.16,3.33
2019-08-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.13,18.22,13.68,91.55,6.05,2.91,13.71,7.68,3.07
2019-08-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.84,21.74,13.07,87.23,9.17,4.28,13.49,0.78,2.72
2019-08-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.04,20.03,12.57,86.85,12.2,5.57,12.66,1.14,3.2
2019-08-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.1,21.19,11.47,84.62,13.58,6.19,12.16,0.58,2.04
2019-08-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,14.6,20.32,11.35,85.39,13.23,5.95,11.89,0.81,2.6
2019-08-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.36,21.66,11.69,81.76,16.66,7.43,11.84,0.22,3.28
2019-08-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.23,25.53,11.74,78.59,19.71,8.76,12.7,0.01,2.64
2019-08-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.03,25.47,12.93,80.42,17.53,7.74,13.99,0.17,2.3
2019-08-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.56,23.56,14.34,81.58,13.57,6.11,13.97,0.17,2.51
2019-08-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.85,28.2,11.7,70.23,18.96,8.4,11.88,0.0,1.39
2019-08-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.91,29.68,13.46,60.37,21.23,9.48,11.89,0.0,1.48
2019-08-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.28,32.23,16.56,54.11,19.09,8.63,13.49,0.33,2.29
2019-09-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.49,29.41,15.65,79.0,4.57,2.25,16.06,15.45,2.15
2019-09-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.35,23.41,14.02,86.28,8.4,3.98,14.82,12.35,2.32
2019-09-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.57,27.61,15.19,84.83,9.93,4.58,16.6,3.16,1.72
2019-09-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.13,23.89,15.35,88.8,9.03,4.21,16.1,2.88,2.39
2019-09-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,14.47,16.17,12.8,90.99,6.22,3.09,12.99,7.0,4.0
2019-09-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.14,22.02,12.81,85.6,6.97,3.45,13.5,2.55,3.54
2019-09-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.03,30.36,13.33,76.65,19.83,9.03,16.04,0.09,1.5
2019-09-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.66,31.7,17.78,67.62,19.81,8.94,16.51,0.0,1.41
2019-09-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.84,32.75,17.16,58.46,22.29,10.02,14.16,0.0,1.99
2019-09-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.64,32.85,17.24,52.87,22.52,10.13,13.76,0.0,2.15
2019-09-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.81,33.46,19.13,57.53,20.62,9.23,14.9,0.0,1.19
2019-09-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.02,35.47,19.13,52.38,21.06,9.3,14.18,0.0,2.37
2019-09-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.81,26.19,16.06,82.37,10.59,4.9,16.4,0.26,3.76
2019-09-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.1,28.12,15.95,80.7,15.45,6.98,16.13,0.37,2.95
2019-09-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.98,33.32,16.61,72.06,20.32,9.14,16.44,0.17,2.32
2019-09-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.18,34.97,17.6,57.97,22.16,9.82,14.51,0.0,1.62
2019-09-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.38,35.24,19.75,56.48,22.05,9.77,14.65,0.1,2.11
2019-09-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.97,36.04,18.38,54.83,20.53,8.96,13.06,0.01,3.62
2019-09-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.12,33.22,17.16,63.53,13.58,5.7,15.43,0.5,1.15
2019-09-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.13,34.37,18.57,59.89,9.02,3.86,14.45,1.89,2.93
2019-09-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.69,23.55,15.7,86.86,7.41,3.44,16.31,2.24,3.19
2019-09-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.34,19.3,13.91,88.65,5.48,2.73,14.39,7.33,4.44
2019-09-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,15.36,20.51,12.5,76.31,11.96,5.53,10.81,0.42,4.55
2019-09-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.27,25.38,12.31,77.8,17.01,7.83,12.83,1.98,2.68
2019-09-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.45,24.28,14.4,84.01,5.82,2.94,14.41,2.12,2.86
2019-09-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.21,23.67,15.58,87.74,4.58,2.34,15.94,4.99,2.1
2019-09-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.76,24.62,13.7,82.32,17.0,7.67,14.24,1.43,2.64
2019-09-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,16.42,22.03,13.33,82.34,12.66,5.82,13.06,0.69,3.32
2019-09-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.95,26.43,12.2,76.13,23.71,10.62,12.71,0.06,2.65
2019-09-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.27,28.75,12.86,73.09,25.83,11.5,12.93,0.04,3.07
2019-10-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.98,33.06,14.23,66.77,26.23,11.72,13.42,0.01,2.24
2019-10-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.99,34.71,15.26,57.28,26.15,11.63,12.99,0.0,2.01
2019-10-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.6,29.22,16.9,61.79,25.08,11.07,12.89,0.04,2.86
2019-10-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.87,31.79,14.99,71.04,25.63,11.54,14.74,0.0,2.18
2019-10-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.88,34.46,15.45,65.08,25.97,11.71,14.68,0.0,1.91
2019-10-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.13,28.94,17.31,79.8,15.1,7.0,16.95,1.2,3.07
2019-10-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.65,23.17,16.83,87.52,9.19,4.51,16.38,4.54,2.94
2019-10-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.59,22.57,16.7,89.19,6.52,3.36,16.67,11.25,2.5
2019-10-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.08,25.4,15.78,79.43,9.68,4.76,14.91,4.44,2.78
2019-10-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.32,28.44,15.0,77.9,21.69,9.89,15.69,0.15,2.71
2019-10-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.4,31.69,16.89,73.52,24.1,10.91,17.43,0.04,1.6
2019-10-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.97,33.57,18.31,63.34,25.44,11.62,16.32,0.07,1.8
2019-10-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.46,35.54,18.79,55.91,25.81,11.76,15.48,0.01,1.84
2019-10-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.62,31.87,19.32,62.12,26.15,11.91,15.79,0.01,2.68
2019-10-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.59,27.23,18.09,79.92,12.66,6.11,17.5,0.08,3.19
2019-10-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.39,28.2,17.2,76.79,20.1,9.23,16.49,0.41,3.11
2019-10-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.46,32.61,17.67,73.04,19.99,9.0,17.23,0.71,2.58
2019-10-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.32,33.92,19.15,70.97,21.75,10.04,17.48,2.52,2.08
2019-10-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.8,29.57,17.25,79.79,18.41,8.52,17.62,2.05,3.01
2019-10-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.15,24.14,14.22,74.3,14.58,6.78,13.04,0.37,3.63
2019-10-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.11,21.85,13.96,76.34,10.48,5.16,12.68,0.26,1.9
2019-10-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.28,25.26,15.87,79.96,16.51,7.63,15.46,0.7,2.28
2019-10-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.79,25.51,16.07,79.58,20.65,9.42,15.74,0.39,3.28
2019-10-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.91,30.79,16.03,73.5,18.93,8.87,16.05,1.42,2.47
2019-10-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.66,31.72,16.95,73.42,23.92,10.83,16.53,0.19,2.52
2019-10-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.92,30.51,17.86,76.45,20.96,9.59,17.79,0.43,2.96
2019-10-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.14,35.99,18.02,63.59,27.22,12.27,16.37,2.66,2.11
2019-10-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.96,29.62,21.19,67.5,24.09,11.05,18.19,6.49,3.07
2019-10-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.22,31.07,19.71,62.61,17.56,8.2,16.91,1.48,2.11
2019-10-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.71,34.56,19.2,62.41,26.7,12.24,16.89,0.77,1.73
2019-10-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.43,32.26,18.81,69.85,20.15,9.23,17.61,0.13,2.57
2019-11-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.58,29.42,18.11,75.29,19.79,9.06,17.38,0.46,3.35
2019-11-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.21,33.41,18.45,70.49,25.23,11.48,17.13,0.24,2.93
2019-11-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.74,35.85,18.82,61.3,26.86,12.12,16.73,0.01,2.39
2019-11-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.74,35.07,20.48,63.2,23.45,10.74,17.86,0.99,1.54
2019-11-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.56,31.27,21.41,70.33,15.81,7.56,20.09,10.82,2.84
2019-11-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.48,24.65,17.14,81.41,11.0,5.43,16.98,11.91,4.09
2019-11-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.82,30.44,16.87,77.75,11.02,5.46,17.25,0.68,2.33
2019-11-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.46,26.09,18.93,85.62,7.46,3.81,18.78,9.34,2.35
2019-11-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.24,28.09,19.02,82.77,14.98,7.15,18.86,1.15,2.43
2019-11-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.66,27.13,19.47,82.6,8.76,4.46,19.28,4.09,1.74
2019-11-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.52,26.81,17.69,85.09,11.27,5.54,18.69,5.51,3.15
2019-11-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.55,23.98,16.75,82.59,17.56,8.14,16.28,1.28,4.51
2019-11-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.11,29.29,16.59,79.6,20.09,9.39,16.92,32.82,3.14
2019-11-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.23,25.44,18.97,88.51,11.67,5.76,20.18,33.97,2.82
2019-11-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.1,22.6,16.49,86.16,7.95,4.1,17.64,9.84,3.14
2019-11-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.25,23.39,14.09,80.83,24.27,10.98,14.62,1.52,2.5
2019-11-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.37,24.2,14.11,79.36,26.39,11.87,14.43,0.04,2.55
2019-11-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.74,27.46,14.89,81.75,16.66,7.8,16.16,0.79,2.95
2019-11-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.91,27.32,16.61,82.13,18.09,8.41,17.39,1.04,3.09
2019-11-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.8,28.25,17.17,79.75,19.72,9.1,17.67,0.59,3.14
2019-11-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.83,29.94,17.55,77.04,24.19,11.11,17.94,0.69,2.63
2019-11-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.57,30.95,18.51,73.54,24.62,11.42,18.75,0.92,1.54
2019-11-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.25,29.62,18.44,78.69,18.95,8.88,18.91,5.88,3.87
2019-11-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,17.31,20.93,13.78,77.61,12.96,6.29,13.09,1.65,4.24
2019-11-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.39,25.95,13.34,69.39,20.84,9.38,12.19,0.01,3.1
2019-11-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.65,30.88,14.14,69.7,25.37,11.6,15.1,0.07,2.81
2019-11-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.31,27.99,18.48,79.53,11.63,5.79,19.32,16.64,3.03
2019-11-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.54,22.28,15.32,88.33,7.84,4.09,17.49,7.29,3.9
2019-11-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.33,26.15,14.38,77.29,21.73,10.01,14.87,0.21,3.1
2019-11-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.0,29.12,16.76,81.28,23.36,10.8,18.25,8.3,1.91
2019-12-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.37,31.52,18.44,76.21,17.3,8.26,18.11,0.77,1.94
2019-12-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.0,22.22,14.75,83.82,12.56,6.13,16.05,3.77,3.53
2019-12-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,19.21,26.22,13.88,76.84,15.76,7.32,14.62,0.08,3.05
2019-12-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.53,30.1,16.34,77.68,20.23,9.51,17.94,1.56,1.97
2019-12-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.3,29.4,20.41,80.9,13.77,6.64,20.49,2.93,3.03
2019-12-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.59,25.12,16.34,84.55,11.29,5.55,17.72,14.6,3.2
2019-12-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.07,26.98,14.5,72.16,28.88,12.99,14.07,0.16,2.58
2019-12-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.22,28.71,12.16,65.37,30.73,13.78,12.0,0.0,2.39
2019-12-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.57,29.72,15.63,80.01,16.6,7.91,17.51,1.69,1.71
2019-12-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.26,27.58,19.21,87.11,9.74,4.82,19.84,18.08,1.97
2019-12-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.47,24.97,19.41,90.69,11.39,5.63,19.82,12.27,1.12
2019-12-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.34,28.18,19.27,79.72,19.55,9.14,19.32,1.21,1.6
2019-12-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.91,27.9,19.45,81.59,19.63,9.23,19.33,2.02,2.98
2019-12-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.43,27.77,19.59,84.83,17.64,8.41,19.49,6.42,2.85
2019-12-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.85,31.11,19.67,76.91,21.15,9.88,20.01,1.12,1.31
2019-12-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.44,33.11,20.15,65.85,27.45,12.66,18.73,0.2,2.65
2019-12-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.15,30.59,20.13,78.5,20.51,9.65,19.72,7.28,1.68
2019-12-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.37,25.42,18.85,87.24,10.37,5.23,19.03,6.74,2.74
2019-12-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.1,26.1,18.3,85.34,15.7,7.55,18.34,1.37,1.95
2019-12-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.28,28.37,18.58,79.44,17.02,8.09,19.11,0.27,1.0
2019-12-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.45,29.2,20.73,73.44,24.03,11.22,18.96,0.61,3.96
2019-12-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.52,27.2,20.56,81.21,16.92,8.1,19.96,8.68,2.86
2019-12-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.06,25.77,19.73,89.19,11.98,5.88,20.11,25.55,2.67
2019-12-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.77,26.33,18.4,83.92,25.2,11.48,18.66,2.94,2.67
2019-12-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.21,30.07,17.43,77.7,29.76,13.47,18.45,0.05,2.25
2019-12-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.25,30.02,18.23,79.52,27.51,12.47,18.94,0.16,2.48
2019-12-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.15,28.85,19.14,80.8,23.36,10.71,19.27,0.13,3.09
2019-12-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.96,30.64,18.98,77.42,24.77,11.32,19.18,0.06,2.44
2019-12-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.05,30.68,19.27,75.51,23.38,10.64,18.82,0.14,2.66
2019-12-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.99,31.48,18.65,72.39,27.02,12.4,17.75,0.68,2.68
2019-12-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.03,32.17,19.55,72.44,26.36,12.16,18.79,3.8,1.88
2020-01-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.77,32.47,19.77,71.62,27.13,12.61,19.58,5.1,2.02
2020-01-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.19,26.24,20.71,83.49,12.79,6.35,20.12,15.19,1.55
2020-01-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.47,24.17,19.64,88.92,17.28,8.29,19.5,9.55,2.75
2020-01-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.98,23.47,18.65,89.26,14.07,6.91,19.08,8.22,2.68
2020-01-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.14,27.39,17.93,83.36,13.0,6.42,18.97,11.92,1.28
2020-01-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.0,29.55,19.25,79.74,25.18,11.63,19.91,3.92,2.36
2020-01-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.05,32.05,20.07,71.47,27.62,12.78,19.99,6.85,2.62
2020-01-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.0,28.91,21.62,83.2,18.03,8.55,21.75,16.87,2.37
2020-01-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.81,29.42,21.92,85.62,17.02,8.16,22.1,11.72,1.96
2020-01-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.28,29.05,21.54,83.51,20.64,9.7,22.09,0.92,1.2
2020-01-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.1,28.2,22.39,85.02,22.55,10.63,22.3,6.03,2.38
2020-01-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.46,26.29,20.96,90.33,11.06,5.57,21.74,13.83,2.44
2020-01-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.97,26.23,19.06,88.17,13.1,6.48,19.84,9.92,3.42
2020-01-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.53,26.36,18.38,83.23,18.43,8.64,18.43,0.25,2.67
2020-01-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.02,30.34,18.67,80.04,25.02,11.66,20.0,0.02,1.6
2020-01-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.67,31.38,21.09,79.5,21.89,10.29,21.54,13.57,3.09
2020-01-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.17,23.54,17.48,88.19,10.36,5.29,18.08,10.37,4.07
2020-01-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.33,25.11,17.18,85.16,15.54,7.53,17.6,1.06,3.49
2020-01-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.75,25.63,18.16,87.59,14.26,6.78,18.51,0.9,2.8
2020-01-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.19,26.83,17.85,85.47,15.71,7.4,18.46,0.84,2.99
2020-01-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.1,27.13,16.88,81.57,25.13,11.39,17.48,0.25,2.78
2020-01-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.32,24.57,16.81,85.93,14.56,6.98,17.72,1.37,2.78
2020-01-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.02,23.16,18.13,88.98,7.26,3.76,18.09,7.01,2.61
2020-01-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.65,24.85,18.03,85.58,13.93,6.7,17.96,2.08,2.81
2020-01-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.71,26.36,16.91,80.89,24.92,11.25,16.88,0.5,2.16
2020-01-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.81,28.52,14.75,68.89,31.16,13.78,13.24,0.0,1.54
2020-01-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.92,31.6,14.62,70.25,30.66,13.72,15.95,0.0,1.77
2020-01-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.72,31.77,16.88,73.7,23.99,10.99,17.6,1.76,1.9
2020-01-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.4,32.38,19.26,75.51,25.53,11.87,20.05,3.02,1.32
2020-01-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.26,29.72,21.95,78.96,19.52,9.24,21.06,5.43,4.29
2020-01-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.42,28.55,21.6,80.84,18.5,8.84,20.69,2.98,4.01
2020-02-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.72,28.26,21.16,85.5,12.3,6.04,20.97,15.31,2.64
2020-02-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.4,26.08,20.16,89.23,12.79,6.23,20.44,26.56,1.66
2020-02-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.33,23.7,19.6,91.67,12.0,5.9,19.89,19.11,2.23
2020-02-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.46,25.83,18.8,88.34,14.6,7.06,19.35,8.1,1.51
2020-02-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.73,27.2,19.59,86.78,16.23,7.84,20.25,4.56,0.99
2020-02-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.07,27.35,20.43,83.49,15.75,7.6,19.85,7.6,1.73
2020-02-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.74,27.54,19.05,83.8,19.58,9.26,19.57,4.41,1.69
2020-02-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.41,29.88,19.77,77.98,24.49,11.43,19.8,1.42,1.25
2020-02-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.79,27.96,19.47,80.55,21.43,10.12,20.01,6.75,4.05
2020-02-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.24,21.87,17.77,91.58,7.23,3.73,18.81,62.61,3.37
2020-02-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,18.71,21.93,17.13,89.83,14.68,7.06,16.95,6.84,3.83
